cityId,searchRadius,culture_hIndex,culture_cIndex,culture_rIndex,culture_aIndex,culture_iIndex,culture_nIndex
141290,50000,0,2,8,0,0,2
15316,30000,0,0,0,6,0,0
15542,50000,10,18,18,6,0,8
15148,50000,0,0,22,4,0,12
13735,30000,19,10,4,4,0,0
141289,30000,19,10,6,4,0,6
13445,20000,2,0,0,0,0,0
15162,20000,0,2,0,0,0,0
141280,50000,2,12,0,0,0,48
15009,20000,0,0,0,0,0,0
14259,50000,0,6,2,0,0,0
15875,20000,0,0,2,0,0,0
14384,50000,27,28,21,4,0,12
141282,50000,12,6,0,10,0,0
15659,20000,0,0,0,0,0,0
15066,50000,0,0,9,0,0,0
14257,20000,0,0,0,0,0,5
15572,50000,2,4,3,0,0,0
141336,50000,0,0,0,0,0,4
141340,50000,0,0,2,0,0,12
15905,20000,182,2,0,6,0,0
14873,50000,0,4,3,0,0,27
14416,50000,416,1119,560,250,40,37
15386,20000,0,2,2,0,0,10
15399,20000,0,0,0,0,0,0
14086,50000,25,17,8,0,0,4
15896,50000,4,12,7,3,3,56
14442,50000,0,0,0,11,0,32
14551,50000,0,2,0,7,0,0
14752,30000,0,0,8,0,0,0
13952,50000,2,0,0,6,6,0
14862,20000,10,8,14,0,0,0
14400,50000,0,8,8,0,0,0
141277,50000,0,8,10,0,0,0
15826,50000,24,65,38,18,0,6
13586,50000,4,0,0,0,0,4
14017,50000,98,102,77,25,7,12
141271,50000,90,92,59,19,7,12
15843,50000,39,171,130,50,0,12
14076,50000,4,23,100,0,0,8
14564,50000,94,145,114,20,0,16
14239,30000,0,0,0,3,3,2
14572,30000,9,2,14,0,0,0
14617,50000,48,59,121,27,0,23
15104,50000,0,10,52,0,0,0
141334,50000,0,10,52,0,0,0
14340,50000,67,151,120,121,0,4
14489,30000,0,8,12,0,0,0
14747,20000,22,38,41,15,0,10
14871,20000,6,0,0,3,3,0
15405,30000,2,2,0,0,0,8
13136,50000,6,24,8,0,0,52
13618,30000,16,27,8,16,0,0
13541,20000,0,2,0,0,0,0
14209,50000,0,9,0,3,3,30
15544,50000,5,5,7,0,0,2
14856,50000,0,8,41,0,0,10
141342,50000,0,12,28,0,0,10
14339,50000,36,93,65,209,7,11
15555,20000,0,2,0,0,0,4
14251,20000,0,0,6,0,0,0
141266,50000,0,2,8,0,0,52
15798,50000,36,46,32,0,0,62
14403,20000,4,4,0,4,0,6
14775,30000,40,44,183,8,0,2
13946,50000,54,83,37,24,4,41
15259,50000,16,8,0,15,7,10
14838,20000,0,0,0,0,0,0
15368,20000,0,6,0,0,0,0
14460,20000,155,276,65,100,7,12
15893,30000,10,0,2,0,0,0
15723,50000,463,23,42,24,0,33
141327,50000,329,17,41,20,0,39
14365,50000,2,2,4,0,0,2
15548,20000,0,0,0,0,0,0
13333,20000,0,0,0,0,0,0
14072,20000,8,4,0,6,0,2
14863,50000,10,20,25,5,0,0
14680,50000,6,0,7,11,0,0
141258,50000,2,2,2,10,0,18
14486,50000,6,8,15,6,0,0
14750,30000,0,0,0,0,0,16
14037,50000,97,158,43,106,10,29
14295,50000,0,0,18,0,0,24
15527,20000,0,0,0,0,0,6
14634,20000,0,0,8,0,0,0
14030,30000,0,2,0,0,0,0
13916,20000,0,8,2,6,0,0
15240,20000,8,0,2,0,0,0
14193,20000,0,0,0,0,0,0
14106,20000,2,2,2,10,0,0
14128,30000,0,0,0,54,0,4
14271,50000,12,14,2,7,3,0
141253,50000,10,49,14,7,3,2
141351,30000,0,0,0,0,0,4
14771,20000,6,10,3,3,0,0
13057,30000,0,0,10,4,0,0
15603,30000,0,0,0,18,18,8
14890,50000,283,471,221,186,17,38
15404,20000,0,0,0,0,0,0
13853,20000,0,0,0,0,0,0
15411,50000,13,16,6,4,0,4
15604,50000,6,4,0,0,0,2
14079,50000,5,6,8,17,6,0
141256,50000,5,6,8,17,6,0
15681,30000,0,0,0,0,0,0
14971,20000,2,2,2,0,0,6
14714,50000,71,46,449,12,0,50
15522,30000,6,0,6,0,0,2
14476,50000,4,10,4,0,0,0
141251,50000,0,2,0,8,0,0
14601,30000,0,0,0,4,0,0
14306,30000,2,2,10,0,0,39
14015,30000,8,4,2,8,0,0
14124,50000,0,2,2,0,0,8
14754,20000,0,0,0,0,0,2
15521,20000,0,0,0,0,0,0
13483,20000,0,0,0,0,0,0
15914,50000,0,2,0,0,0,16
15874,20000,0,0,0,0,0,0
14653,30000,0,0,2,0,0,5
14675,50000,9,6,0,8,0,10
14664,50000,285,475,225,188,17,32
141250,50000,255,429,177,159,17,36
14695,50000,2,2,0,4,0,2
14736,50000,2,0,7,6,0,21
14401,50000,0,0,0,0,0,2
14751,50000,31,64,24,38,0,91
141238,50000,31,64,24,38,0,91
13296,30000,3,2,0,0,0,4
14424,50000,0,9,23,0,0,27
14765,30000,0,0,0,4,0,0
15864,50000,10,6,8,0,0,0
13971,50000,8,68,13,16,0,23
14522,20000,12,0,10,0,6,0
15919,20000,0,4,0,0,0,0
15103,30000,0,0,0,0,0,0
14316,20000,10,0,14,0,0,0
13980,50000,10,6,19,4,0,2
14534,50000,145,202,166,95,0,37
13979,50000,8,4,6,0,0,37
15197,50000,24,95,72,20,6,10
14216,50000,19,10,18,7,3,18
141236,50000,2,0,2,0,0,10
14802,50000,70,58,69,2,0,8
141231,50000,64,58,51,2,0,8
14984,50000,0,2,0,0,0,2
15129,50000,61,39,12,9,6,32
15420,20000,0,0,0,0,0,0
14008,50000,0,5,8,7,3,3
14110,50000,0,2,36,3,3,4
14678,20000,0,0,0,0,0,0
13677,50000,0,0,0,0,0,0
14636,50000,0,10,2,2,0,0
15478,50000,16,21,39,13,0,8
14407,20000,6,0,0,0,0,2
12937,20000,6,4,6,0,0,0
15343,20000,0,0,0,2,0,0
13264,50000,6,6,3,6,0,0
14471,50000,8,8,18,0,0,6
14196,50000,0,2,0,0,0,16
14138,50000,8,16,4,0,0,2
141223,50000,4,14,6,0,0,2
14580,20000,8,9,28,6,0,13
15816,50000,12,10,2,7,3,0
12997,50000,16,10,14,4,0,13
141218,50000,22,10,8,8,0,30
14763,50000,14,4,2,3,3,0
14724,20000,0,0,2,0,0,0
14745,20000,0,2,10,0,0,5
14506,50000,0,0,0,0,0,0
14265,50000,0,2,0,0,0,6
14244,20000,0,0,0,0,0,0
14397,30000,4,2,18,0,0,3
14741,50000,10,16,15,15,13,20
15464,50000,8,4,7,6,0,25
141318,50000,0,0,3,0,0,6
141313,50000,0,0,0,0,0,0
15934,20000,10,0,0,0,0,0
14738,50000,10,34,36,20,0,19
14980,50000,0,0,3,0,0,10
14166,50000,0,2,28,224,0,4
14778,50000,34,69,113,17,0,37
14304,50000,91,155,120,18,0,11
15437,30000,0,2,8,28,0,8
14717,20000,0,2,6,3,0,0
14379,30000,0,4,8,3,0,0
14906,30000,0,0,2,20,0,0
14722,50000,6,6,20,0,0,10
13939,50000,53,38,26,20,0,0
13859,20000,12,6,2,4,0,0
14586,20000,0,0,0,0,0,0
14623,30000,2,0,6,3,0,0
14779,20000,6,0,45,8,0,0
13107,50000,40,52,83,21,0,8
15348,50000,8,10,24,2,0,14
14817,50000,131,171,153,43,0,38
14682,20000,0,0,0,0,0,0
14552,50000,0,5,112,6,0,22
14231,50000,12,0,0,15,0,0
141208,50000,12,0,0,15,0,0
13796,30000,0,4,4,0,0,0
14842,30000,9,8,0,4,0,0
14727,20000,0,0,0,0,0,0
14799,50000,6,2,0,6,0,6
141211,50000,12,2,0,6,0,14
14523,50000,12,8,14,0,0,0
14133,50000,24,12,36,18,4,9
14628,50000,30,26,5,2,0,50
13059,50000,50,74,137,16,0,127
141209,50000,0,0,18,3,3,4
15491,50000,52,4,10,0,0,6
15383,20000,0,0,0,0,0,0
14918,50000,93,34,54,29,3,13
15080,20000,0,6,6,0,0,0
13805,30000,6,6,4,2,0,0
15768,50000,8,14,14,0,0,2
14700,30000,0,4,0,0,0,0
14359,50000,0,2,8,0,0,0
15053,20000,39,6,0,4,0,4
13970,50000,14,10,39,9,3,0
14612,30000,0,2,16,0,0,6
14746,20000,0,0,0,0,0,0
15290,30000,0,0,0,0,0,0
14439,20000,2,6,12,0,0,16
13110,20000,0,3,0,0,0,0
13716,30000,12,14,18,0,0,0
13174,30000,0,0,0,0,0,4
14463,30000,2,20,8,8,0,0
14242,50000,74,53,109,24,9,11
13933,50000,81,221,147,98,0,45
13632,20000,0,0,0,0,0,0
14277,50000,0,6,8,0,0,21
13163,30000,0,0,0,0,0,0
14493,20000,0,0,0,0,0,0
14025,30000,0,2,0,0,0,0
14225,50000,6,17,6,0,0,4
141199,50000,8,17,8,0,0,4
14691,30000,0,6,3,4,0,0
14730,50000,14,74,68,16,0,26
14170,20000,0,0,0,0,0,0
14815,20000,0,0,0,0,0,0
14293,20000,0,0,0,0,0,0
14362,20000,0,2,4,0,0,21
14891,20000,12,6,17,0,0,0
13585,30000,18,18,180,26,0,8
14718,20000,0,0,0,0,0,0
14731,20000,6,4,26,0,6,0
14172,50000,0,5,4,0,0,53
141201,50000,12,0,4,0,0,4
14283,20000,0,0,0,0,0,0
14490,50000,2,8,6,0,0,2
15834,50000,12,18,18,6,0,24
14995,20000,0,0,0,0,0,0
14226,30000,13,5,18,6,0,4
14737,30000,6,0,0,57,0,12
14074,50000,16,36,40,35,2,39
141190,50000,0,0,2,0,0,7
14482,20000,0,2,10,0,0,0
13972,30000,0,0,0,0,0,0
14759,20000,4,2,2,0,0,0
15775,20000,0,0,0,0,0,12
13995,30000,0,4,6,0,0,0
13973,20000,6,0,4,2,0,2
13947,20000,4,12,109,0,0,0
14241,50000,14,45,23,2,0,48
14548,50000,0,2,12,0,0,2
15902,50000,0,2,2,12,0,28
141192,50000,17,35,2,0,0,14
15717,20000,0,6,0,0,0,0
14618,30000,2,0,2,0,0,0
15552,20000,0,8,2,4,0,2
141180,50000,0,0,0,4,0,50
14874,50000,0,12,16,8,0,0
14360,20000,0,3,0,0,0,8
14141,30000,4,18,8,21,4,2
14078,30000,0,2,0,0,0,8
14503,30000,10,18,16,5,0,0
14598,50000,6,4,6,12,6,0
141179,50000,9,8,14,12,6,0
14661,50000,41,40,30,0,0,6
14411,20000,6,32,32,0,0,0
14835,50000,10,19,7,14,0,16
14024,50000,6,2,11,0,0,2
141183,50000,0,0,15,0,0,9
13994,20000,6,0,9,9,3,2
14688,30000,2,0,0,0,0,2
14505,20000,58,45,93,21,0,0
15807,20000,4,16,2,0,0,0
14093,50000,0,2,0,0,0,20
141357,50000,4,3,6,4,0,4
14662,50000,3,0,11,0,0,7
14659,50000,0,4,8,2,0,0
15194,20000,0,0,0,0,0,0
15106,20000,0,0,2,0,0,0
13830,50000,0,8,2,0,0,0
15157,20000,0,0,0,0,0,0
15192,50000,0,10,6,0,0,2
14307,30000,0,0,0,0,0,0
13050,20000,0,0,2,0,0,0
14836,50000,59,41,66,26,9,0
13965,50000,2,4,4,8,0,2
14321,20000,0,0,0,0,0,0
14481,50000,155,165,133,59,8,308
14262,50000,10,17,16,7,3,0
14868,50000,0,0,0,0,0,2
14347,50000,90,24,42,7,0,0
14508,50000,6,13,4,0,0,3
15438,20000,0,0,0,0,0,0
13945,50000,2,31,16,291,2,0
14585,50000,61,80,78,133,0,9
15327,20000,0,0,0,0,0,0
141029,20000,0,0,14,0,0,4
15660,50000,6,10,12,0,0,0
141213,50000,0,0,0,0,0,0
141305,50000,4,24,8,0,0,0
15602,30000,0,0,0,0,0,24
15021,50000,6,4,0,7,0,14
14343,50000,42,55,26,4,0,0
14447,50000,0,0,0,0,0,0
14057,50000,3,2,5,2,0,5
14632,20000,0,2,0,0,0,2
13348,50000,2,0,6,0,0,7
13807,50000,6,4,0,0,0,0
141272,50000,0,7,0,3,3,24
14819,50000,5,14,14,0,0,4
13220,20000,0,0,0,0,0,0
13181,50000,4,2,76,0,0,71
13461,50000,6,10,0,0,0,0
13500,30000,16,10,10,2,0,4
141028,30000,0,0,6,0,0,0
13695,20000,0,0,0,0,0,0
14671,20000,2,0,0,4,0,0
13761,50000,13,9,44,2,0,25
13385,50000,33,148,70,76,8,34
14125,30000,0,0,0,0,0,0
14253,30000,12,0,0,0,0,0
141153,50000,0,0,0,0,0,0
13097,50000,10,11,14,6,3,32
13643,30000,14,12,8,20,0,9
13894,50000,40,12,13,19,3,32
13072,50000,0,2,0,0,0,4
14351,20000,0,2,0,0,0,2
15475,50000,8,4,9,0,0,0
13006,50000,22,45,104,12,0,83
13022,30000,39,22,14,11,3,12
13543,50000,6,6,0,0,0,0
13929,50000,8,8,53,0,0,3
13753,30000,2,0,0,7,7,0
13579,20000,0,3,0,3,3,8
13538,50000,10,14,38,0,0,0
13951,30000,0,0,2,0,0,0
12955,20000,0,2,2,7,0,0
13036,50000,12,4,6,12,4,0
13661,20000,18,36,6,0,0,20
12972,20000,4,0,12,3,3,0
13367,50000,698,720,344,650,94,28
13679,50000,10,2,8,5,3,4
13253,50000,20,4,54,4,0,4
15313,20000,4,8,20,0,0,2
15045,30000,0,0,4,0,0,0
15060,50000,40,12,13,16,0,30
13740,50000,46,57,103,27,0,47
13583,20000,0,0,2,0,0,6
13697,30000,6,0,15,12,6,13
13041,20000,0,4,6,0,0,0
13791,20000,21,37,14,8,0,7
12995,20000,2,2,18,4,0,14
13398,20000,10,8,14,0,0,0
14334,50000,2,2,0,7,0,0
15837,50000,83,86,86,43,7,0
141130,50000,418,876,736,472,52,552
13902,20000,10,10,0,0,0,0
13518,50000,4,21,56,31,4,24
141131,50000,4,21,56,31,4,24
13699,20000,0,14,4,5,0,0
13366,50000,3,0,12,6,0,16
13269,30000,8,0,3,6,6,0
13899,50000,18,22,20,27,0,25
14742,20000,2,2,0,4,0,2
15584,50000,0,0,0,0,0,0
15424,30000,0,2,0,0,0,0
12962,50000,982,6,4,2,0,4
15640,50000,0,2,0,0,0,18
14240,30000,28,0,69,24,0,4
15294,20000,0,0,0,0,0,0
15101,50000,0,0,0,0,0,0
13683,50000,0,3,0,0,0,6
13404,50000,6,0,0,0,0,2
13823,30000,7,8,2,0,0,0
13010,50000,2,6,8,0,0,2
15474,50000,47,205,155,76,0,150
141125,50000,6,12,22,0,0,6
13158,20000,0,0,0,0,0,0
13441,30000,0,0,2,0,0,0
15136,30000,2,0,4,0,0,2
13801,30000,28,0,18,26,0,15
13722,50000,21,36,28,11,0,5
13393,50000,33,51,78,3,3,0
13887,50000,12,18,30,9,0,0
15821,50000,16,40,34,2,0,4
12947,50000,38,50,84,4,0,37
13754,20000,0,0,6,0,0,0
12964,50000,94,78,32,9,3,0
141119,50000,94,78,32,9,3,0
13789,50000,30,89,50,38,7,0
13530,50000,13,9,40,2,0,25
15470,20000,0,0,0,0,0,0
15922,50000,2,3,4,0,0,10
141298,50000,0,0,0,0,0,2
13040,20000,0,2,3,0,0,0
15248,30000,6,0,0,0,0,6
15815,50000,0,0,3,0,0,0
13208,50000,4,0,2,0,0,0
141117,50000,4,0,2,0,0,0
13440,50000,17,15,20,0,0,16
15277,20000,0,2,2,0,0,20
13285,30000,11,12,2,12,0,9
141047,30000,11,12,2,12,0,11
15519,20000,2,2,0,0,0,0
141046,50000,13,37,35,7,0,36
13270,50000,4,0,6,0,0,0
13803,30000,2,2,0,0,0,22
13700,50000,6,36,22,17,0,18
13336,50000,14,26,6,0,0,50
13857,50000,30,9,8,6,3,5
13427,20000,0,0,0,0,0,4
14899,20000,12,2,4,6,6,0
15444,20000,0,2,2,0,0,0
13638,50000,2,4,12,6,0,8
14466,30000,0,0,0,0,0,4
13649,50000,44,107,50,66,21,2
13004,50000,10,10,10,8,4,16
13930,30000,0,0,0,0,0,4
14338,50000,2,2,3,9,3,6
13653,50000,108,228,208,40,0,120
13321,30000,0,0,0,0,0,8
13093,50000,98,4,16,2,0,0
13808,50000,0,0,3,0,0,0
13265,50000,123,108,174,44,0,117
13819,50000,100,94,79,33,7,28
13539,50000,12,0,7,0,0,2
13856,50000,3,3,0,0,0,0
141095,50000,3,3,0,0,0,0
13080,20000,0,0,0,0,0,0
13510,50000,129,107,173,44,6,0
13258,50000,14,4,0,9,3,0
13160,20000,2,0,2,0,0,0
13444,30000,2,2,11,0,0,0
15744,20000,0,0,2,0,0,0
12978,20000,6,0,0,0,0,0
15469,30000,8,4,4,6,0,19
13560,50000,14,6,4,8,0,0
15363,30000,0,0,3,0,0,0
13084,30000,8,6,12,5,3,0
13395,30000,3,0,0,0,0,2
13684,50000,2,27,41,0,0,4
13784,30000,0,0,0,4,0,0
15786,30000,0,0,0,0,0,0
13216,50000,0,6,8,0,0,14
14195,20000,0,0,2,0,0,0
13786,50000,10,12,10,0,0,0
14325,30000,0,0,0,0,0,0
13635,50000,2,12,4,3,3,3
14501,30000,0,0,4,0,0,6
13614,50000,10,0,0,0,0,0
13457,50000,5,0,12,5,0,4
12990,20000,0,0,6,0,0,0
14472,50000,4,4,4,2,0,11
13029,30000,0,0,0,0,0,0
13168,50000,146,118,166,44,6,3
13694,20000,0,2,6,0,0,10
13352,50000,16,4,8,12,3,0
15489,20000,0,0,0,0,0,0
13478,20000,0,0,0,0,0,0
13509,50000,0,0,0,0,0,3
14797,30000,0,0,0,0,0,4
14394,50000,3,2,6,0,0,30
12957,50000,0,0,15,0,0,8
13109,50000,28,40,69,29,6,47
14994,30000,4,10,5,2,0,4
13598,50000,4,0,2,306,0,2
14858,30000,12,2,10,8,0,6
13687,50000,0,12,4,0,0,14
13353,30000,0,0,0,0,0,4
13832,50000,4,6,12,7,0,150
13223,50000,6,4,6,15,0,2
13416,30000,2,0,2,0,0,4
13210,30000,0,0,0,0,0,0
13631,50000,0,0,5,0,0,0
14968,50000,0,3,0,0,0,30
13148,20000,0,0,0,0,0,0
13015,50000,88,24,35,11,3,0
13397,30000,6,6,4,3,3,0
13654,50000,21,4,12,8,0,2
141294,50000,14,6,13,0,0,0
14573,50000,4,4,0,0,0,2
141363,50000,0,0,8,0,0,2
13229,20000,0,0,0,0,0,6
13561,30000,2,0,0,0,0,0
13517,50000,10,4,10,0,0,24
15730,50000,4,8,2,10,0,0
13028,50000,0,0,2,0,0,10
13717,50000,328,8,10,6,0,0
13211,50000,10,26,32,0,0,3
13183,50000,32,18,37,2,2,41
15198,50000,32,48,62,28,0,2
15116,50000,0,0,0,0,0,0
141018,20000,0,0,0,0,0,0
14105,50000,82,74,41,25,3,26
13257,50000,9,6,24,0,0,4
13845,20000,6,4,2,6,0,0
13897,50000,20,0,0,0,0,22
13242,50000,8,8,6,0,0,38
12942,30000,652,623,294,612,94,20
14985,20000,0,0,0,0,0,0
13241,50000,45,78,89,15,0,3
14459,50000,4,4,12,10,0,36
15637,50000,71,9,28,37,3,13
141295,50000,67,9,28,27,3,13
15377,20000,9,5,11,7,3,0
13506,50000,7,7,16,6,0,7
141068,50000,12,5,2,4,0,7
13370,50000,26,40,27,10,0,24
13576,30000,2,6,9,6,0,6
15043,30000,0,0,0,0,0,0
13827,50000,18,18,26,2,2,59
13032,50000,4,2,9,2,0,28
13167,30000,0,0,2,0,0,0
12980,50000,23,22,9,13,3,4
13606,50000,26,40,73,25,6,93
13553,30000,4,14,32,11,3,79
12938,30000,0,2,6,0,0,8
15911,50000,2,6,9,6,0,10
141054,50000,140,304,241,161,0,100
13251,50000,110,2,4,0,0,0
13419,50000,12,2,0,6,0,8
13580,50000,6,4,8,11,0,0
15318,30000,0,8,2,0,0,0
13668,30000,0,0,0,0,0,0
13592,30000,0,0,0,0,0,0
13820,50000,190,435,422,183,3,341
13120,20000,0,2,6,0,0,6
12989,50000,0,4,0,0,0,3
141059,50000,0,4,0,0,0,3
13184,50000,32,63,52,12,4,2
141058,50000,96,71,62,18,4,4
13482,50000,16,21,8,27,0,11
13792,50000,10,39,20,80,2,34
13642,30000,12,2,2,8,0,6
13062,50000,43,34,21,11,3,28
15440,30000,96,0,4,18,0,0
13772,50000,2,4,12,13,0,14
13508,50000,13,35,35,7,0,50
16027,20000,10,2,61,2,0,0
16176,20000,14,0,14,2,0,0
142182,20000,106,52,164,6,0,4
16678,20000,18,28,14,0,0,0
16757,50000,55,80,215,18,0,14
142143,20000,146,341,618,26,0,34
15938,50000,330,776,866,125,14,64
16532,30000,49,43,96,0,0,46
16606,20000,4,0,6,0,0,30
142074,50000,172,194,470,37,0,42
16524,50000,181,89,174,36,0,282
16314,20000,14,16,58,0,0,0
142015,20000,6,4,2,6,0,0
16835,30000,70,30,266,28,0,22
16045,20000,108,41,130,2,0,98
16785,20000,62,40,84,10,0,2
16380,20000,171,351,645,24,0,34
16506,20000,22,28,60,2,0,0
141959,20000,16,18,22,0,0,0
141945,20000,41,37,74,0,0,42
16068,20000,16,15,20,2,0,0
16270,20000,22,11,29,0,0,6
16238,20000,41,37,74,0,0,46
16025,20000,6,12,44,0,0,3
16745,20000,60,42,80,0,0,8
16210,20000,46,20,65,0,0,2
141860,20000,169,349,633,24,0,30
16273,20000,171,351,653,24,0,34
16653,20000,6,0,4,0,0,0
16005,20000,2,0,10,0,0,0
16285,20000,37,66,194,18,0,0
16721,20000,38,61,102,8,0,36
15975,50000,357,419,918,38,0,72
16558,20000,14,10,22,0,0,0
141737,20000,18,12,24,6,0,0
141696,20000,50,28,50,0,0,0
141705,20000,12,22,98,0,0,14
141698,20000,114,39,130,4,0,58
141718,20000,39,29,60,0,0,29
16645,20000,39,32,132,4,0,0
141608,20000,0,0,0,0,0,0
16820,20000,22,2,46,0,2,14
141633,20000,68,230,302,18,0,8
142449,20000,0,0,0,0,0,0
141544,30000,58,62,72,8,0,76
15675,20000,18,0,34,0,0,8
15656,20000,56,8,104,0,0,0
15782,30000,264,695,870,111,14,52
15868,20000,64,46,106,10,0,2
141464,20000,45,68,207,18,0,2
15628,30000,2,0,0,0,0,0
15651,20000,20,10,60,0,0,0
15369,20000,0,0,6,0,0,4
15208,20000,90,18,136,8,0,10
15056,20000,2,0,4,0,0,2
141441,20000,0,0,0,0,0,0
15322,20000,41,25,24,0,0,0
141386,30000,38,29,64,0,0,2
15722,20000,16,23,30,0,0,0
15622,20000,33,47,72,14,0,0
17481,20000,399,262,961,12,0,13
16495,20000,286,199,719,12,0,10
16929,20000,439,290,954,12,0,27
16736,20000,425,294,945,16,0,19
17005,20000,761,914,304,67,6,87
17322,20000,823,933,372,69,6,88
17560,20000,33,36,26,0,0,4
17020,20000,819,920,376,71,6,90
17586,20000,30,100,48,0,0,4
17516,20000,8,19,18,0,0,0
17143,20000,777,935,350,67,6,73
17312,20000,810,937,370,67,6,70
17224,20000,10,28,26,0,0,0
17904,20000,48,42,10,6,0,24
17799,20000,6,12,2,0,0,0
17261,20000,812,937,376,69,6,86
17786,20000,773,932,334,67,6,89
17255,20000,44,44,20,2,0,2
17680,20000,767,935,326,67,6,77
17356,50000,923,935,460,73,6,219
17273,20000,30,40,52,0,0,28
17173,20000,6,40,18,2,0,0
17868,20000,16,38,10,2,0,2
17131,20000,39,62,46,0,0,51
142657,20000,26,30,24,0,0,0
142642,20000,12,28,26,0,0,0
142645,20000,48,42,10,6,0,24
142636,20000,803,933,366,69,6,111
142627,20000,34,40,20,2,0,0
142628,20000,30,40,52,0,0,26
142613,20000,20,44,12,2,0,4
142607,20000,37,62,46,0,0,55
142608,20000,8,14,8,0,0,6
142587,20000,22,34,22,0,0,16
142579,20000,58,52,45,2,0,18
142574,20000,144,143,82,22,0,56
17081,20000,22,37,16,0,0,2
17512,20000,801,933,364,69,6,107
17079,20000,24,40,24,0,0,18
17759,20000,56,52,45,2,0,18
17333,20000,154,141,88,22,0,90
17848,20000,46,33,44,39,0,151
143100,20000,72,78,148,46,0,26
17845,20000,72,78,144,46,0,26
17377,20000,158,163,292,49,0,14
18689,20000,1300,1329,1663,2923,100,608
18377,20000,539,498,902,1612,65,243
18139,20000,960,435,825,1977,72,466
143411,20000,622,569,970,1676,62,221
143370,20000,483,225,791,697,72,301
17239,20000,680,683,976,2017,36,199
17574,20000,521,404,664,1681,162,187
17918,20000,914,701,1283,2235,78,188
17641,50000,1199,1441,1973,2789,750,1288
25305,20000,1066,679,1248,2532,275,261
23549,20000,1333,1310,1132,2608,210,177
25016,20000,685,545,1634,2948,64,122
25912,20000,431,235,263,2668,54,154
24563,20000,949,342,1017,1516,120,361
24845,50000,1305,1414,1708,2585,1599,998
24171,20000,581,439,563,203,22,237
24834,20000,1035,835,1120,2460,437,243
25173,20000,1033,865,1109,2532,263,195
23962,20000,642,731,1299,2961,98,281
24240,20000,868,945,1191,2475,200,137
24113,20000,403,442,554,337,38,119
24034,30000,1103,1389,802,2870,120,375
24521,20000,578,270,214,1130,36,56
24218,20000,1068,1188,1791,2446,1199,850
23999,20000,1601,314,893,2972,50,85
23972,20000,786,490,428,2099,96,241
24928,30000,1039,854,1249,2038,531,618
24144,30000,956,1127,1377,2272,511,422
24602,30000,1015,997,1142,2299,306,395
24131,30000,1113,1101,1405,1839,202,347
23668,20000,1202,1321,1167,2632,200,142
23469,20000,221,300,626,329,42,63
23288,20000,1088,408,1045,2981,126,231
23664,30000,984,1084,1283,2686,465,423
23295,30000,257,1072,1336,2281,202,370
23559,20000,530,498,707,226,16,190
22984,20000,1273,1130,1683,2495,1096,797
23440,20000,985,978,1220,3000,154,256
23119,20000,945,904,1201,2695,264,191
23858,20000,580,411,369,262,14,253
23226,20000,842,461,641,1149,304,516
23671,20000,463,345,510,451,36,125
23563,50000,1380,1281,1439,2612,345,727
23043,20000,1401,1254,1229,2601,200,144
25513,20000,1000,1295,1214,2454,206,118
22993,20000,919,156,443,289,78,79
23341,30000,1431,947,1163,1956,85,365
23188,20000,1254,1193,556,2477,76,198
23866,20000,693,602,786,599,39,221
23198,20000,597,423,745,1549,40,342
22193,20000,943,939,1058,1038,138,180
22716,20000,226,121,501,66,0,176
22174,20000,248,149,817,2788,12,70
22904,20000,561,213,560,304,34,119
25716,20000,1113,1214,1453,2632,133,281
22458,20000,896,770,623,408,61,279
22090,20000,569,425,451,346,28,304
22868,20000,260,410,262,501,20,110
22030,20000,736,288,843,603,54,91
22334,20000,721,260,614,543,106,114
21948,20000,1300,1301,1743,2477,1238,863
22594,30000,1787,1077,1991,2933,230,214
22104,20000,1049,1159,1440,2794,109,295
21572,20000,1247,866,1680,2127,910,717
21460,20000,567,556,1130,385,30,252
21575,20000,564,445,505,1634,93,74
20962,20000,1122,786,1054,1722,80,177
20939,20000,540,532,1063,389,18,273
23285,20000,1356,1214,1159,2305,182,173
21601,20000,1221,839,1216,1875,429,429
25500,20000,1290,1410,1708,2548,1252,902
21759,20000,999,1004,628,370,114,144
21313,50000,1394,1251,1588,2865,298,854
21611,20000,662,386,1320,2986,136,61
21636,20000,966,928,1271,2356,186,237
21331,20000,360,466,461,195,4,116
21157,20000,571,451,509,1645,93,72
21530,20000,1228,1006,1761,2314,1114,828
21915,20000,980,1023,1448,1972,92,106
20938,20000,1051,1195,1468,2843,121,266
21464,30000,1011,977,1742,2450,346,578
21866,20000,965,923,1185,2210,172,216
21112,20000,570,1074,1306,1334,92,182
20001,20000,166,130,160,84,2,142
20843,20000,383,211,384,282,35,127
20588,20000,360,234,492,121,8,183
20678,20000,466,207,483,175,16,132
20929,20000,942,1145,1407,2442,144,259
20448,20000,805,1046,477,2823,176,269
20520,20000,1333,1289,1685,2609,1183,839
20802,20000,468,587,736,370,90,145
19992,20000,622,353,1557,2957,18,184
19980,20000,1242,1072,1761,2354,1106,733
20310,20000,1056,742,973,2301,457,375
20760,20000,541,260,477,196,2,525
20629,20000,316,386,241,158,34,59
20878,20000,541,388,929,836,173,137
19977,20000,184,108,319,115,14,67
20238,20000,1066,1165,1783,2593,1258,881
19562,20000,320,133,455,533,64,266
18938,20000,1113,682,1033,2325,375,354
25072,20000,1139,1086,1230,2190,548,541
19546,30000,1038,920,1071,1508,98,440
