countryCode,type,cityName,cityId,regionName,population,regionCode,lat,lon,elevation,timezone
CN,CITY,Yulin,13028,Guangxi Zhuang Autonomous Region,5598000,GX,22.633329999999997,110.15,,Asia__Shanghai
CN,CITY,Yulinshi,13717,Shaanxi,3328000,SN,38.29181,109.73753,1084.0,Asia__Shanghai
CN,CITY,Yuncheng,13211,Shanxi,4860000,SX,35.02306,110.99278000000001,370.0,Asia__Shanghai
CN,CITY,Yunfu,13183,Guangdong,2612800,GD,22.92833,112.03953999999999,133.0,Asia__Shanghai
CN,CITY,Yushan,15198,"Taiwan Province, People's Republic of China",1651200,TW,31.67748,120.80134,,Asia__Shanghai
CN,CITY,Yushu,15116,Jilin,1304436,JL,44.8,126.53333,,Asia__Shanghai
CN,CITY,Yushu Zangzu Zizhizhou,141018,Qinghai,120447,QH,34.39802,94.19021,,Asia__Shanghai
CN,CITY,Yutan,14105,Hunan,1368117,HN,28.258309999999998,112.56048,70.0,Asia__Shanghai
CN,CITY,Yuxi,13257,Yunnan,2264000,YN,24.355,102.54222,,Asia__Shanghai
CN,CITY,Yuyao,13845,Zhejiang,114177,ZJ,30.05,121.14943999999998,,Asia__Shanghai
CN,CITY,Zaoyang,13897,Hubei,1004741,HB,32.12722,112.75417,,Asia__Shanghai
CN,CITY,Zaozhuang,13242,Shandong,3650000,SD,34.86472,117.55417,,Asia__Shanghai
CN,CITY,Zhabei,12942,Shanghai,840000,SH,31.258609999999997,121.45971999999999,,Asia__Shanghai
CN,CITY,Zhalantun,14985,Inner Mongolia,366323,NM,48.00945,122.73651000000001,1400.0,Asia__Shanghai
CN,CITY,Zhangjiagang,13241,"Taiwan Province, People's Republic of China",1253100,TW,31.865,120.53889,,Asia__Shanghai
CN,CITY,Zhangjiajie,14459,Hunan,1486000,HN,29.129440000000002,110.47833,,Asia__Shanghai
CN,CITY,Zhangjiakou,15637,Hebei,4345491,HE,40.81,114.87943999999999,,Asia__Shanghai
CN,CITY,Zhangjiakou Shi,141295,Hebei,4345491,HE,40.83333,114.93333,,Asia__Shanghai
CN,CITY,Zhangjiakou Shi Xuanhua Qu,15377,Hebei,373422,HE,40.610279999999996,115.04472,,Asia__Shanghai
CN,CITY,Zhangye,13506,Gansu,1270000,GS,38.93417,100.45167,,Asia__Shanghai
CN,CITY,Zhangye Shi,141068,Gansu,1270000,GS,39.121829999999996,99.92495,,Asia__Shanghai
CN,CITY,Zhangzhou,13370,Fujian,3760000,FJ,24.51333,117.65556000000001,,Asia__Shanghai
CN,CITY,Zhanjiang,13576,Guangdong,637790,GD,21.28145,110.34271000000001,,Asia__Urumqi
CN,CITY,Zhaodong,15043,Heilongjiang,980000,HL,46.06771,125.98263,,Asia__Shanghai
CN,CITY,Zhaoqing,13827,Guangdong,3910000,GD,23.04893,112.46091000000001,12.0,Asia__Shanghai
CN,CITY,Zhaotong,13032,Yunnan,5252000,YN,27.316670000000002,103.71667,1926.0,Asia__Shanghai
CN,CITY,Zhaoyuan,13167,Shandong,570898,SD,37.36497,120.40997,,Asia__Shanghai
CN,CITY,Zhengzhou,12980,Henan,7005000,HA,34.75778,113.64861,,Asia__Shanghai
CN,CITY,Zhenjiang,13606,"Taiwan Province, People's Republic of China",3113384,TW,32.21086,119.45508000000001,,Asia__Shanghai
CN,CITY,Zhenzhou,13553,"Taiwan Province, People's Republic of China",564021,TW,32.28034,119.16998999999998,,Asia__Shanghai
CN,CITY,Zhongba,12938,Sichuan,762140,SC,31.778190000000002,104.73931999999999,,Asia__Shanghai
CN,CITY,Zhongshan,15911,Guangdong,3121275,GD,21.31992,110.5723,,Asia__Urumqi
CN,CITY,Zhongshan Prefecture,141054,Guangdong,3121275,GD,22.55358,113.3755,,Asia__Shanghai
CN,CITY,Zhongwei,13251,Ningxia Hui Autonomous Region,1046000,NX,37.51129,105.19067,,Asia__Shanghai
CN,CITY,Zhongxiang,13419,Hubei,1022514,HB,31.166109999999996,112.58306,66.0,Asia__Shanghai
CN,CITY,Zhoukou,13580,Henan,9901000,HA,33.63333,114.63333,,Asia__Shanghai
CN,CITY,Zhu Cheng City,15318,Shandong,1000000,SD,35.995020000000004,119.40258999999999,,Asia__Shanghai
CN,CITY,Zhuanghe,13668,Liaoning,905852,LN,39.700829999999996,122.99111,,Asia__Shanghai
CN,CITY,Zhuangyuan,13592,Shandong,626683,SD,37.30553,120.82746999999999,,Asia__Shanghai
CN,CITY,Zhuhai,13820,Guangdong,1562000,GD,22.27694,113.56778,36.0,Asia__Shanghai
CN,CITY,Zhuji,13120,Zhejiang,110721,ZJ,29.718770000000003,120.24233000000001,,Asia__Shanghai
CN,CITY,Zhumadian,12989,Henan,7640000,HA,32.979440000000004,114.02944,,Asia__Shanghai
CN,CITY,Zhumadian Shi,141059,Henan,7640000,HA,32.994170000000004,114.06166999999999,,Asia__Shanghai
CN,CITY,Zhuzhou,13184,Hunan,3696000,HN,27.83333,113.15,,Asia__Shanghai
CN,CITY,Zhuzhou Shi,141058,Hunan,3696000,HN,27.8245,113.08228000000001,,Asia__Shanghai
CN,CITY,Zibo,13482,Shandong,4530597,SD,36.79056,118.06333000000001,,Asia__Shanghai
CN,CITY,Zigong,13792,Sichuan,2800000,SC,29.341620000000002,104.77689000000001,,Asia__Shanghai
CN,CITY,Zijinglu,13642,Henan,807857,HA,34.76,112.97138999999999,,Asia__Shanghai
CN,CITY,Zoucheng,13062,Shandong,1116692,SD,35.40056,116.96556000000001,,Asia__Shanghai
CN,CITY,Zunhua,15440,Hebei,737011,HE,40.17917,117.95861000000001,,Asia__Shanghai
CN,CITY,Zunyi,13772,Guizhou,6127009,GZ,27.68667,106.90722,865.0,Asia__Shanghai
CN,CITY,Ürümqi,13508,Xinjiang,3112559,XJ,43.800959999999996,87.60046,800.0,Asia__Urumqi
CO,CITY,Apartadó,16027,Antioquia Department,131405,ANT,7.8829899999999995,-76.62586999999999,30.0,America__Bogota
CO,CITY,Arauca,16176,Arauca Department,270708,ARA,7.08471,-70.75908000000001,125.0,America__Bogota
CO,CITY,Armenia,142182,Quindío Department,301226,QUI,4.5330699999999995,-75.70438,,America__Bogota
CO,CITY,Barrancabermeja,16678,Santander Department,191403,SAN,7.0652800000000004,-73.85472,75.0,America__Bogota
CO,CITY,Barranquilla,16757,Atlántico Department,1380425,ATL,10.968539999999999,-74.78132,18.0,America__Bogota
CO,CITY,Bello,142143,Antioquia Department,371591,ANT,6.3616,-75.58728,,America__Bogota
CO,CITY,Bogotá,15938,Antioquia Department,7674366,ANT,4.60971,-74.08175,2640.0,America__Bogota
CO,CITY,Bucaramanga,16532,Santander Department,571820,SAN,7.1253899999999994,-73.1198,959.0,America__Bogota
CO,CITY,Buenaventura,16606,Valle del Cauca Department,423927,VAC,3.8801,-77.03116,7.0,America__Bogota
CO,CITY,Cali,142074,Valle del Cauca Department,2471474,VAC,3.41033,-76.58097,,America__Bogota
CO,CITY,Cartagena,16524,Bolívar Department,1036412,BOL,10.39972,-75.51444000000001,2.0,America__Bogota
CO,CITY,Cartago,16314,Valle del Cauca Department,134963,VAC,4.74639,-75.91167,917.0,America__Bogota
CO,CITY,Ciénaga,142015,Magdalena Department,101985,MAG,10.83333,-74.08333,,America__Bogota
CO,CITY,Cúcuta,16835,Norte de Santander Department,750000,NSA,7.893910000000001,-72.50782,320.0,America__Bogota
CO,CITY,Dosquebradas,16045,Risaralda Department,179583,RIS,4.83916,-75.66727,1460.0,America__Bogota
CO,CITY,Duitama,16785,Boyacá Department,107406,BOY,5.8245,-73.03408,2530.0,America__Bogota
CO,CITY,Envigado,16380,Antioquia Department,228848,ANT,6.17591,-75.59174,1575.0,America__Bogota
CO,CITY,Facatativá,16506,Cundinamarca Department,117133,CUN,4.81367,-74.35453000000001,2586.0,America__Bogota
CO,CITY,Florencia,141959,Caquetá Department,143871,CAQ,1.71619,-75.59624000000001,,America__Bogota
CO,CITY,Floridablanca,141945,Santander Department,267170,SAN,7.06315,-73.08586,,America__Bogota
CO,CITY,Fusagasugá,16068,Cundinamarca Department,139805,CUN,4.33646,-74.36378,1765.0,America__Bogota
CO,CITY,Girardot City,16270,Cundinamarca Department,130289,CUN,4.30079,-74.80754,,America__Bogota
CO,CITY,Girón,16238,Santander Department,135791,SAN,7.0682,-73.16981,706.0,America__Bogota
CO,CITY,Guadalajara de Buga,16025,Valle del Cauca Department,118004,VAC,3.90089,-76.29783,969.0,America__Bogota
CO,CITY,Ibagué,16745,Tolima Department,498401,TOL,4.43889,-75.23222,1285.0,America__Bogota
CO,CITY,Ipiales,16210,Nariño Department,109116,NAR,0.82501,-77.63965999999999,2898.0,America__Bogota
CO,CITY,Itagui,141860,Antioquia Department,281853,ANT,6.17874,-75.63117,,America__Bogota
CO,CITY,Itagüí,16273,Antioquia Department,281853,ANT,6.18461,-75.59913,1550.0,America__Bogota
CO,CITY,Magangué,16653,Bolívar Department,123906,BOL,9.24202,-74.75466999999999,49.0,America__Bogota
CO,CITY,Maicao,16005,La Guajira Department,123757,LAG,11.37837,-72.2395,49.0,America__Bogota
CO,CITY,Malambo,16285,Atlántico Department,101280,ATL,10.85953,-74.77386,17.0,America__Bogota
CO,CITY,Manizales,16721,Caldas Department,434403,CAL,5.068890000000001,-75.51738,2200.0,America__Bogota
CO,CITY,Medellín,15975,Antioquia Department,2529403,ANT,6.2518400000000005,-75.56359,1405.0,America__Bogota
CO,CITY,Montería,16558,Córdoba Department,460223,COR,8.74798,-75.88143000000001,18.0,America__Bogota
CO,CITY,Neiva,141737,Huila Department,316033,HUI,3.01441,-75.30939000000001,,America__Bogota
CO,CITY,Palmira,141696,Valle del Cauca Department,349294,VAC,3.5396900000000002,-76.22606999999999,,America__Bogota
CO,CITY,Pasto,141705,Nariño Department,460638,NAR,1.2146700000000001,-77.27865,,America__Bogota
CO,CITY,Pereira,141698,Risaralda Department,443554,RIS,4.76896,-75.72222,,America__Bogota
CO,CITY,Piedecuesta,141718,Santander Department,117364,SAN,6.97443,-73.02284,,America__Bogota
CO,CITY,Popayán,16645,Cauca Department,300837,CAU,2.43823,-76.61316,1760.0,America__Bogota
CO,CITY,Quibdó,141608,Chocó Department,112886,CHO,5.76075,-76.83700999999999,,America__Bogota
CO,CITY,Riohacha,16820,La Guajira Department,167865,LAG,11.54444,-72.90722,5.0,America__Bogota
CO,CITY,Rionegro,141633,Antioquia Department,114299,ANT,6.16667,-75.41667,,America__Bogota
CO,CITY,San Andres de Tumaco,142449,Nariño Department,212692,NAR,1.6376600000000001,-78.61218000000001,,America__Bogota
CO,CITY,Santa Marta,141544,Magdalena Department,515556,MAG,11.24348,-74.20835,,America__Bogota
CO,CITY,Santander de Quilichao,15675,Cauca Department,100000,CAU,3.00945,-76.48494000000001,1071.0,America__Bogota
CO,CITY,Sincelejo,15656,Sucre Department,279031,SUC,9.30472,-75.39778000000001,218.0,America__Bogota
CO,CITY,Soacha,15782,Cundinamarca Department,995268,CUN,4.57937,-74.21682,2565.0,America__Bogota
CO,CITY,Sogamoso,15868,Boyacá Department,127235,BOY,5.71434,-72.93391,2569.0,America__Bogota
CO,CITY,Soledad,141464,Atlántico Department,461851,ATL,10.89986,-74.78787,,America__Bogota
CO,CITY,Sucre,15628,Sucre Department,877057,SUC,8.81136,-74.72084,18.0,America__Bogota
CO,CITY,Tuluá,15651,Valle del Cauca Department,219138,VAC,4.0846599999999995,-76.19536,1.0,America__Bogota
CO,CITY,Tumaco,15369,Nariño Department,212692,NAR,1.79112,-78.79275,2.0,America__Bogota
CO,CITY,Tunja,15208,Boyacá Department,154096,BOY,5.53528,-73.36778000000001,2782.0,America__Bogota
CO,CITY,Turbo,15056,Antioquia Department,172314,ANT,8.09263,-76.72822,2.0,America__Bogota
CO,CITY,Uribia,141441,La Guajira Department,117674,LAG,12.02638,-71.74887,,America__Bogota
CO,CITY,Valledupar,15322,Cesar Department,354449,CES,10.46314,-73.25322,180.0,America__Bogota
CO,CITY,Villavicencio,141386,Meta,527668,MET,4.0742400000000005,-73.4915,,America__Bogota
CO,CITY,Yopal,15722,Casanare Department,170283,CAS,5.33775,-72.39586,350.0,America__Bogota
CO,CITY,Zipaquirá,15622,Cundinamarca Department,126409,CUN,5.02208,-74.00480999999999,2652.0,America__Bogota
CR,CITY,Alajuela,17481,Alajuela Province,265472,A,10.01625,-84.21163,952.0,America__Costa_Rica
CR,CITY,Cartago,16495,Provincia de Cartago,221733,C,9.86444,-83.91944000000001,1435.0,America__Costa_Rica
CR,CITY,Heredia,16929,Heredia Province,128550,H,10.002360000000001,-84.11650999999999,1172.0,America__Costa_Rica
CR,CITY,San José,16736,San José Province,335007,SJ,9.93333,-84.08333,1161.0,America__Costa_Rica
CY,CITY,Lemesós,143100,Limassol District,235056,02,34.69218,33.02854,,Asia__Nicosia
CY,CITY,Limassol,17845,Limassol District,235056,02,34.684059999999995,33.03794,,Asia__Nicosia
CY,CITY,Nicosia,17377,Nicosia District,330000,01,35.175309999999996,33.3642,220.0,Asia__Nicosia
CZ,CITY,Brno,18689,South Moravian Region,380681,64,49.19522,16.607960000000002,237.0,Europe__Prague
CZ,CITY,Jihlava,18377,Vysočina Region,108340,63,49.3961,15.591239999999999,,Europe__Prague
CZ,CITY,Liberec,18139,Liberec Region,104445,51,50.767109999999995,15.056189999999999,359.0,Europe__Prague
CZ,CITY,Okres Jihlava,143411,Vysočina Region,108340,63,49.33333,15.583329999999998,,Europe__Prague
CZ,CITY,Okres Ústí nad Labem,143370,Ústí nad Labem Region,117590,42,50.66667,14.05,,Europe__Prague
CZ,CITY,Olomouc,17239,Olomouc Region,101268,71,49.59552,17.25175,219.0,Europe__Prague
CZ,CITY,Ostrava,17574,Moravian-Silesian Region,313088,80,49.83465,18.28204,260.0,Europe__Prague
CZ,CITY,Pilsen,17918,Plzeň-South District,172441,324,49.74747,13.37759,308.0,Europe__Prague
CZ,CITY,Prague,17641,Prague,1308632,10,50.08804,14.420760000000001,235.0,Europe__Prague
DE,CITY,Aachen,25305,North Rhine-Westphalia,255967,NW,50.77664,6.083419999999999,266.0,Europe__Berlin
DE,CITY,Altona,23549,Hamburg,261213,HH,53.55,9.93333,34.0,Europe__Berlin
DE,CITY,Augsburg,25016,Bavaria,289584,BY,48.37154,10.89851,498.0,Europe__Berlin
DE,CITY,Bergedorf,25912,Hamburg,129111,HH,53.48461999999999,10.22904,17.0,Europe__Berlin
DE,CITY,Bergisch Gladbach,24563,North Rhine-Westphalia,111627,NW,50.9856,7.13298,98.0,Europe__Berlin
DE,CITY,Berlin,24845,Berlin,3613495,BE,52.52437,13.41053,74.0,Europe__Berlin
DE,CITY,Bielefeld,24171,North Rhine-Westphalia,332552,NW,52.03333,8.53333,,Europe__Berlin
DE,CITY,Bochum,24834,North Rhine-Westphalia,385729,NW,51.48165,7.216480000000001,94.0,Europe__Berlin
DE,CITY,Bochum-Hordel,25173,North Rhine-Westphalia,380000,NW,51.50168,7.1756,51.0,Europe__Berlin
DE,CITY,Bonn,23962,North Rhine-Westphalia,327919,NW,50.73438,7.09549,60.0,Europe__Berlin
DE,CITY,Bottrop,24240,North Rhine-Westphalia,117409,NW,51.523920000000004,6.9285,,Europe__Berlin
DE,CITY,Braunschweig,24113,Lower Saxony,248667,NI,52.26594,10.52673,75.0,Europe__Berlin
DE,CITY,Bremen,24034,Bremen,569814,HB,53.07581999999999,8.80717,11.0,Europe__Berlin
DE,CITY,Bremerhaven,24521,Bremen,117446,HB,53.55021,8.57673,2.0,Europe__Berlin
DE,CITY,Charlottenburg,24218,Berlin,124555,BE,52.51667,13.28333,46.0,Europe__Berlin
DE,CITY,Chemnitz,23999,Saxony,247220,SN,50.8357,12.929219999999999,302.0,Europe__Berlin
DE,CITY,Darmstadt,23972,Hesse,157437,HE,49.87167,8.650269999999999,144.0,Europe__Berlin
DE,CITY,Dortmund,24928,North Rhine-Westphalia,585813,NW,51.51494,7.466,,Europe__Berlin
DE,CITY,Dresden,24144,Saxony,554434,SN,51.05089,13.738320000000002,112.0,Europe__Berlin
DE,CITY,Duisburg,24602,North Rhine-Westphalia,504358,NW,51.43247,6.765160000000001,33.0,Europe__Berlin
DE,CITY,Düsseldorf,24131,North Rhine-Westphalia,617280,NW,51.22172,6.776160000000001,38.0,Europe__Berlin
DE,CITY,Eimsbüttel,23668,Hamburg,258865,HH,53.57416,9.95679,15.0,Europe__Berlin
DE,CITY,Erfurt,23469,Thuringia,211113,TH,50.9787,11.03283,194.0,Europe__Berlin
DE,CITY,Erlangen,23288,Bavaria,110998,BY,49.590990000000005,11.00783,,Europe__Berlin
DE,CITY,Essen,23664,North Rhine-Westphalia,593085,NW,51.45657,7.0122800000000005,,Europe__Berlin
DE,CITY,Frankfurt am Main,23295,Hesse,746878,HE,50.115520000000004,8.68417,,Europe__Berlin
DE,CITY,Freiburg,23559,Baden-Württemberg,229636,BW,47.9959,7.85222,278.0,Europe__Berlin
DE,CITY,Friedrichshain,22984,Berlin,125169,BE,52.51559,13.454820000000002,41.0,Europe__Berlin
DE,CITY,Fürth,23440,Bavaria,126526,BY,49.47593,10.988560000000001,,Europe__Berlin
DE,CITY,Gelsenkirchen,23119,North Rhine-Westphalia,262528,NW,51.50508,7.096539999999999,,Europe__Berlin
DE,CITY,Göttingen,23858,Lower Saxony,122149,NI,51.53443,9.93228,150.0,Europe__Berlin
DE,CITY,Hagen,23226,North Rhine-Westphalia,188266,NW,51.36081,7.47168,,Europe__Berlin
DE,CITY,Halle (Saale),23671,Saxony-Anhalt,239173,ST,51.48158,11.97947,87.0,Europe__Berlin
DE,CITY,Hamburg,23563,Hamburg,1841179,HH,53.55073,9.99302,6.0,Europe__Berlin
DE,CITY,Hamburg-Mitte,23043,Hamburg,301550,HH,53.55,10.01667,11.0,Europe__Berlin
DE,CITY,Hamburg-Nord,25513,Hamburg,280000,HH,53.58935,9.984,11.0,Europe__Berlin
DE,CITY,Hamm,22993,North Rhine-Westphalia,185327,NW,51.68033,7.8208899999999995,63.0,Europe__Berlin
DE,CITY,Hannover,23341,Lower Saxony,532864,NI,52.37052,9.73322,55.0,Europe__Berlin
DE,CITY,Harburg,23188,Hamburg,202571,HH,53.46057,9.983880000000001,10.0,Europe__Berlin
DE,CITY,Heidelberg,23866,Baden-Württemberg,160601,BW,49.40768,8.69079,114.0,Europe__Berlin
DE,CITY,Heilbronn,23198,Baden-Württemberg,125960,BW,49.13995,9.22054,157.0,Europe__Berlin
DE,CITY,Herne,22193,North Rhine-Westphalia,156774,NW,51.5388,7.22572,,Europe__Berlin
DE,CITY,Hildesheim,22716,Lower Saxony,103052,NI,52.15077,9.95112,93.0,Europe__Berlin
DE,CITY,Ingolstadt,22174,Bavaria,135244,BY,48.76508,11.42372,376.0,Europe__Berlin
DE,CITY,Jena,22904,Thuringia,111099,TH,50.928779999999996,11.5899,,Europe__Berlin
DE,CITY,Kalk,25716,North Rhine-Westphalia,119055,NW,50.940129999999996,7.00605,50.0,Europe__Berlin
DE,CITY,Karlsruhe,22458,Baden-Württemberg,311919,BW,49.009370000000004,8.40444,118.0,Europe__Berlin
DE,CITY,Kassel,22090,Hesse,200736,HE,51.31667,9.5,175.0,Europe__Berlin
DE,CITY,Kiel,22868,Schleswig-Holstein,232758,SH,54.32133,10.134889999999999,,Europe__Berlin
DE,CITY,Koblenz,22030,Rhineland-Palatinate,113844,RP,50.35357,7.57883,73.0,Europe__Berlin
DE,CITY,Krefeld,22334,North Rhine-Westphalia,226812,NW,51.33645,6.55381,,Europe__Berlin
DE,CITY,Kreuzberg,21948,Berlin,147532,BE,52.49973000000001,13.403379999999999,,Europe__Berlin
DE,CITY,Leipzig,22594,Saxony,582285,SN,51.339620000000004,12.37129,113.0,Europe__Berlin
DE,CITY,Leverkusen,22104,North Rhine-Westphalia,163113,NW,51.0303,6.984319999999999,61.0,Europe__Berlin
DE,CITY,Lichtenberg,21572,Berlin,275142,BE,52.51395,13.49975,52.0,Europe__Berlin
DE,CITY,Ludwigshafen am Rhein,21460,Rhineland-Palatinate,166621,RP,49.48121,8.44641,,Europe__Berlin
DE,CITY,Magdeburg,21575,Saxony-Anhalt,238478,ST,52.12773,11.62916,,Europe__Berlin
DE,CITY,Mainz,20962,Rhineland-Palatinate,213528,RP,49.984190000000005,8.2791,89.0,Europe__Berlin
DE,CITY,Mannheim,20939,Baden-Württemberg,309370,BW,49.4891,8.46694,97.0,Europe__Berlin
DE,CITY,Marienthal,23285,Hamburg,287101,HH,53.566669999999995,10.08333,16.0,Europe__Berlin
DE,CITY,Marzahn,21601,Berlin,106640,BE,52.54525,13.56983,62.0,Europe__Berlin
DE,CITY,Mitte,25500,Berlin,333905,BE,52.520030000000006,13.40489,48.0,Europe__Berlin
DE,CITY,Moers,21759,North Rhine-Westphalia,103949,NW,51.45342,6.6326,,Europe__Berlin
DE,CITY,Munich,21313,Bavaria,1456039,BY,48.13743,11.57549,519.0,Europe__Berlin
DE,CITY,Mönchengladbach,21611,North Rhine-Westphalia,260925,NW,51.185390000000005,6.44172,,Europe__Berlin
DE,CITY,Mülheim,21636,North Rhine-Westphalia,170936,NW,51.432179999999995,6.87967,,Europe__Berlin
DE,CITY,Münster,21331,North Rhine-Westphalia,313559,NW,51.96236,7.625710000000001,60.0,Europe__Berlin
DE,CITY,Neue Neustadt,21157,Saxony-Anhalt,226851,ST,52.15,11.63333,51.0,Europe__Berlin
DE,CITY,Neukölln,21530,Berlin,313245,BE,52.47719,13.43126,55.0,Europe__Berlin
DE,CITY,Neuss,21915,North Rhine-Westphalia,153810,NW,51.19807,6.685039999999999,,Europe__Berlin
DE,CITY,Nippes,20938,North Rhine-Westphalia,115540,NW,50.96545,6.953139999999999,50.0,Europe__Berlin
DE,CITY,Nürnberg,21464,Bavaria,515201,BY,49.454209999999996,11.07752,,Europe__Berlin
DE,CITY,Oberhausen,21866,North Rhine-Westphalia,211382,NW,51.47805,6.8625,,Europe__Berlin
DE,CITY,Offenbach,21112,Hesse,136824,HE,50.100609999999996,8.76647,,Europe__Berlin
DE,CITY,Oldenburg,20001,Lower Saxony,165711,NI,53.141180000000006,8.21467,4.0,Europe__Berlin
DE,CITY,Osnabrück,20843,Lower Saxony,166462,NI,52.27264,8.0498,63.0,Europe__Berlin
DE,CITY,Paderborn,20588,North Rhine-Westphalia,149075,NW,51.71905,8.754389999999999,,Europe__Berlin
DE,CITY,Pforzheim,20678,Baden-Württemberg,124289,BW,48.88436,8.69892,273.0,Europe__Berlin
DE,CITY,Porz am Rhein,20929,North Rhine-Westphalia,113670,NW,50.88637,7.0583,54.0,Europe__Berlin
DE,CITY,Potsdam,20448,Brandenburg,171810,BB,52.39886,13.065660000000001,35.0,Europe__Berlin
DE,CITY,Prenzlauer Berg,20520,Berlin,156910,BE,52.53878,13.42443,54.0,Europe__Berlin
DE,CITY,Recklinghausen,20802,North Rhine-Westphalia,114003,NW,51.61379,7.19738,,Europe__Berlin
DE,CITY,Regensburg,19992,Bavaria,150894,BY,49.01513,12.10161,,Europe__Berlin
DE,CITY,Reinickendorf,19980,Berlin,260253,BE,52.566669999999995,13.333329999999998,42.0,Europe__Berlin
DE,CITY,Remscheid,20310,North Rhine-Westphalia,110611,NW,51.179829999999995,7.1925,,Europe__Berlin
DE,CITY,Reutlingen,20760,Baden-Württemberg,115762,BW,48.491440000000004,9.20427,382.0,Europe__Berlin
DE,CITY,Rostock,20629,Mecklenburg-Vorpommern,208886,MV,54.0887,12.14049,,Europe__Berlin
DE,CITY,Saarbrücken,20878,Saarland,183144,SL,49.232620000000004,7.0098199999999995,190.0,Europe__Berlin
DE,CITY,Salzgitter,19977,Lower Saxony,104614,NI,52.15705,10.4154,90.0,Europe__Berlin
DE,CITY,Schöneberg,20238,Berlin,115976,BE,52.46666999999999,13.35,,Europe__Berlin
DE,CITY,Siegen,19562,North Rhine-Westphalia,102337,NW,50.87481,8.02431,,Europe__Berlin
DE,CITY,Solingen,18938,North Rhine-Westphalia,158908,NW,51.173429999999996,7.0845,,Europe__Berlin
DE,CITY,Spandau,25072,Berlin,231120,BE,52.5511,13.19921,35.0,Europe__Berlin
DE,CITY,Stuttgart,19546,Baden-Württemberg,632743,BW,48.78232,9.177019999999999,247.0,Europe__Berlin
DE,CITY,Trier,19845,Rhineland-Palatinate,110111,RP,49.75565,6.63935,,Europe__Berlin
DE,CITY,Ulm,19919,Baden-Württemberg,125596,BW,48.39841,9.99155,478.0,Europe__Berlin
DE,CITY,Wandsbek,23473,Hamburg,411422,HH,53.58334,10.08305,18.0,Europe__Berlin
DE,CITY,Wiesbaden,18646,Hesse,278654,HE,50.08258,8.249319999999999,117.0,Europe__Berlin
DE,CITY,Wolfsburg,18787,Lower Saxony,123909,NI,52.42452,10.7815,63.0,Europe__Berlin
DE,CITY,Wuppertal,18346,North Rhine-Westphalia,360797,NW,51.25627,7.148160000000001,157.0,Europe__Berlin
DE,CITY,Würzburg,18054,Bavaria,126635,BY,49.79391,9.951210000000001,,Europe__Berlin
DK,CITY,Aalborg,26621,North Denmark Region,122219,81,57.048,9.9187,5.0,Europe__Copenhagen
DK,CITY,Copenhagen,25261,Capital Region of Denmark,1153615,84,55.675940000000004,12.56553,14.0,Europe__Copenhagen
DK,CITY,Frederiksberg,26517,Capital Region of Denmark,105037,84,55.67938,12.53463,15.0,Europe__Copenhagen
DK,CITY,Frederiksberg Kommune,143537,Capital Region of Denmark,105037,84,55.67856,12.522160000000001,,Europe__Copenhagen
DK,CITY,København,143516,Capital Region of Denmark,1153615,84,55.6711,12.56529,,Europe__Copenhagen
DK,CITY,Odense,25208,Region of Southern Denmark,176683,83,55.39594,10.38831,13.0,Europe__Copenhagen
DK,CITY,Århus,26044,Central Denmark Region,269022,82,56.15674,10.21076,105.0,Europe__Copenhagen
DO,CITY,Azua,25969,Azua Province,128264,02,18.45319,-70.7349,83.0,America__Santo_Domingo
DO,CITY,Bajos de Haina,143683,San Cristóbal Province,155985,21,18.41667,-70.03333,,America__Santo_Domingo
DO,CITY,Baní,26749,Peravia Province,145595,17,18.27964,-70.33185,61.0,America__Santo_Domingo
DO,CITY,Bella Vista,26195,Distrito Nacional,175683,01,18.455389999999998,-69.9454,42.0,America__Santo_Domingo
DO,CITY,Boca Chica,26128,Santo Domingo Province,142019,32,18.45,-69.6,13.0,America__Santo_Domingo
DO,CITY,Bonao,143679,Monseñor Nouel Province,158034,28,18.91667,-70.46667,,America__Santo_Domingo
DO,CITY,Concepción de La Vega,26331,La Vega Province,220279,13,19.222070000000002,-70.52956,100.0,America__Santo_Domingo
DO,CITY,Higüey,143651,La Altagracia Province,288990,11,18.7,-68.66667,,America__Santo_Domingo
DO,CITY,La Romana,26335,La Romana Province,208437,12,18.427329999999998,-68.97285,10.0,America__Santo_Domingo
DO,CITY,Mao,26547,Valverde Province,106818,27,19.55186,-71.07813,78.0,America__Santo_Domingo
DO,CITY,Moca,143629,Espaillat Province,172294,09,19.5,-70.5,,America__Santo_Domingo
DO,CITY,Puerto Plata,143613,Puerto Plata Province,320523,18,19.75119,-70.70251,,America__Santo_Domingo
DO,CITY,Punta Cana,26561,La Altagracia Province,100023,11,18.58182,-68.40431,28.0,America__Santo_Domingo
DO,CITY,Salvaleón de Higüey,26460,La Altagracia Province,288990,11,18.61501,-68.70798,106.0,America__Santo_Domingo
DO,CITY,Samaná,26037,Samaná Province,108179,20,19.20561,-69.33685,5.0,America__Santo_Domingo
DO,CITY,San Cristóbal,143612,San Cristóbal Province,275232,21,18.41667,-70.13333,,America__Santo_Domingo
DO,CITY,San Francisco de Macorís,26788,Duarte Province,174879,06,19.30099,-70.25259,110.0,America__Santo_Domingo
DO,CITY,San Juan de la Maguana,26661,San Juan Province,169032,22,18.80588,-71.22991,415.0,America__Santo_Domingo
